round,alive_nodes,num_ch,total_residual_energy,mean_residual_energy_all,mean_residual_energy_alive,packets_sent,packets_received_bs,readings_attempted,readings_delivered,control_packets,energy_consumed_round,mean_latency_ms,setup_time_ms,ops_count
0,100,8,99.94110550997951,0.9994110550997951,0.9994110550997951,100,8,100,100,108,0.05889449002053165,264.0,1.0976999765262008,736
1,100,11,99.87586229558633,0.9987586229558633,0.9987586229558633,100,11,100,100,110,0.06524321439322647,195.8181818181818,1.0235999943688512,979
2,100,3,99.81754157800535,0.9981754157800534,0.9981754157800534,100,3,100,100,103,0.058320717581013995,680.6666666666666,1.1106000165455043,291
3,100,1,99.76259342545218,0.9976259342545218,0.9976259342545218,100,1,100,100,101,0.05494815255318275,2014.0,1.0809999657794833,99
4,100,3,99.69725587639562,0.9969725587639562,0.9969725587639562,100,3,100,100,103,0.0653375490565952,680.6666666666666,1.049000013154,291
5,100,5,99.64115608808406,0.9964115608808406,0.9964115608808406,100,5,100,100,105,0.05609978831159418,414.0,1.0646000155247748,475
6,100,8,99.58292942596837,0.9958292942596837,0.9958292942596837,100,8,100,100,108,0.058226662115718975,264.0,0.5633000400848687,736
7,100,6,99.52511196382972,0.9952511196382972,0.9952511196382972,100,6,100,100,106,0.05781746213870603,347.3333333333333,0.887200003489852,564
8,100,3,99.46961778930728,0.9946961778930727,0.9946961778930727,100,3,100,100,103,0.05549417452243216,680.6666666666666,1.0721000144258142,291
9,100,4,99.40917004507068,0.9940917004507068,0.9940917004507068,100,4,100,100,104,0.06044774423666688,514.0,1.102800015360117,384
10,100,4,99.3518959193762,0.9935189591937621,0.9935189591937621,100,4,100,100,104,0.05727412569447354,514.0,1.0511000291444361,384
11,100,2,99.29445585363696,0.9929445585363696,0.9929445585363696,100,2,100,100,102,0.05744006573927851,1014.0,0.5184999899938703,196
12,100,5,99.24023564269932,0.9924023564269931,0.9924023564269931,100,5,100,100,105,0.05422021093768281,414.0,1.043700031004846,475
13,100,5,99.18417294860689,0.9918417294860689,0.9918417294860689,100,5,100,100,105,0.05606269409245923,414.0,1.0162999969907105,475
14,100,5,99.12956682061213,0.9912956682061212,0.9912956682061212,100,5,100,100,105,0.05460612799477915,414.0,1.0130000300705433,475
15,100,6,99.074674820491,0.9907467482049099,0.9907467482049099,100,6,100,100,106,0.05489200012115836,347.3333333333333,1.0452999849803746,564
16,100,6,99.01943135770067,0.9901943135770067,0.9901943135770067,100,6,100,100,106,0.055243462790372844,347.3333333333333,0.9451000369153917,564
17,100,5,98.96537326048053,0.9896537326048054,0.9896537326048054,100,5,100,100,105,0.054058097220146095,414.0,0.9592000278644264,475
18,100,4,98.90734635099106,0.9890734635099107,0.9890734635099107,100,4,100,100,104,0.05802690948950162,514.0,0.9637000039219856,384
19,100,6,98.8495479064335,0.988495479064335,0.988495479064335,100,6,100,100,106,0.057798444557598305,347.3333333333333,0.9612000430934131,564
20,100,6,98.79172876539943,0.9879172876539942,0.9879172876539942,100,6,100,100,106,0.05781914103410868,347.3333333333333,1.0982999810948968,564
21,100,6,98.73485428826177,0.9873485428826178,0.9873485428826178,100,6,100,100,106,0.056874477137709656,347.3333333333333,1.0865000076591969,564
22,100,8,98.6774008673241,0.9867740086732409,0.9867740086732409,100,8,100,100,108,0.05745342093772288,264.0,1.0501000215299428,736
23,100,5,98.62339991861461,0.9862339991861461,0.9862339991861461,100,5,100,100,105,0.054000948709543195,414.0,1.0615999926812947,475
24,100,4,98.56448109436111,0.9856448109436111,0.9856448109436111,100,4,100,100,104,0.05891882425351147,514.0,1.047800004016608,384
25,100,2,98.50532614651782,0.9850532614651781,0.9850532614651781,100,2,100,100,102,0.059154947843318206,1014.0,1.0970999719575047,196
26,100,6,98.44755239008673,0.9844755239008672,0.9844755239008672,100,6,100,100,106,0.05777375643113425,347.3333333333333,1.0207000304944813,564
27,100,7,98.38960794719094,0.9838960794719094,0.9838960794719094,100,7,100,100,107,0.05794444289582912,299.7142857142857,1.0768999927677214,651
28,100,4,98.32959370448121,0.9832959370448121,0.9832959370448121,100,4,100,100,104,0.06001424270975875,514.0,1.033899956382811,384
29,100,3,98.2737332808086,0.982737332808086,0.982737332808086,100,3,100,100,103,0.05586042367264987,680.6666666666666,1.0219999821856618,291
30,100,6,98.21426375691287,0.9821426375691287,0.9821426375691287,100,6,100,100,106,0.05946952389575655,347.3333333333333,1.0600000387057662,564
31,100,5,98.15998344840163,0.9815998344840163,0.9815998344840163,100,5,100,100,105,0.05428030851127641,414.0,1.3589999871328473,475
32,100,3,98.10519207432627,0.9810519207432626,0.9810519207432626,100,3,100,100,103,0.05479137407539003,680.6666666666666,1.0599000379443169,291
33,100,6,98.04886634159286,0.9804886634159286,0.9804886634159286,100,6,100,100,106,0.056325732733453426,347.3333333333333,1.0130999726243317,564
34,100,6,97.99104134057092,0.9799104134057092,0.9799104134057092,100,6,100,100,106,0.05782500102200183,347.3333333333333,0.9870000067166984,564
35,100,4,97.93475352214534,0.9793475352214535,0.9793475352214535,100,4,100,100,104,0.05628781842559816,514.0,0.998699979390949,384
36,100,4,97.88183786993847,0.9788183786993847,0.9788183786993847,100,4,100,100,104,0.052915652206912966,514.0,0.6301000248640776,384
37,100,6,97.8266665917704,0.9782666659177041,0.9782666659177041,100,6,100,100,106,0.05517127816809042,347.3333333333333,0.6047000060789287,564
38,100,4,97.7712862800849,0.9777128628008489,0.9777128628008489,100,4,100,100,104,0.055380311685551575,514.0,1.0421000188216567,384
39,100,5,97.71041442360139,0.9771041442360139,0.9771041442360139,100,5,100,100,105,0.06087185648354909,414.0,0.9931999957188964,475
40,100,6,97.6502972159308,0.976502972159308,0.976502972159308,100,6,100,100,106,0.06011720767060025,347.3333333333333,1.097500033210963,564
41,100,4,97.59570731996965,0.9759570731996965,0.9759570731996965,100,4,100,100,104,0.054589895961194124,514.0,1.120000029914081,384
42,100,9,97.53330073345485,0.9753330073345485,0.9753330073345485,100,9,100,100,109,0.06240658651485331,236.22222222222223,1.059599977452308,819
43,100,8,97.4706388059006,0.9747063880590061,0.9747063880590061,100,8,100,100,108,0.06266192755430122,264.0,1.1009000008925796,736
44,100,3,97.41648687675485,0.9741648687675485,0.9741648687675485,100,3,100,100,103,0.054151929145782596,680.6666666666666,1.029500039294362,291
45,100,2,97.36239748422079,0.973623974842208,0.973623974842208,100,2,100,100,102,0.05408939253406997,1014.0,0.9605000377632678,196
46,100,4,97.30520096080515,0.9730520096080515,0.9730520096080515,100,4,100,100,104,0.057196523415684375,514.0,1.063500007148832,384
47,100,5,97.25105524153369,0.9725105524153369,0.9725105524153369,100,5,100,100,105,0.05414571927147893,414.0,0.528200005646795,475
48,100,5,97.19198060964473,0.9719198060964473,0.9719198060964473,100,5,100,100,105,0.05907463188899964,414.0,0.9074999834410846,475
49,100,5,97.13513564208593,0.9713513564208592,0.9713513564208592,100,5,100,100,105,0.05684496755885471,414.0,0.8302999776788056,475
50,100,6,97.0798703153048,0.9707987031530481,0.9707987031530481,100,6,100,100,106,0.05526532678117402,347.3333333333333,0.9406000026501715,564
51,100,3,97.02382045001637,0.9702382045001637,0.9702382045001637,100,3,100,100,103,0.05604986528843403,680.6666666666666,0.9408000041730702,291
52,100,6,96.96854731484203,0.9696854731484202,0.9696854731484202,100,6,100,100,106,0.055273135174393584,347.3333333333333,0.9919999865815043,564
53,100,3,96.90133234096012,0.9690133234096012,0.9690133234096012,100,3,100,100,103,0.06721497388193098,680.6666666666666,1.5635999734513462,291
54,100,1,96.83745656996484,0.9683745656996484,0.9683745656996484,100,1,100,100,101,0.06387577099533415,2014.0,1.0812999680638313,99
55,100,5,96.77513055139673,0.9677513055139673,0.9677513055139673,100,5,100,100,105,0.062326018568120034,414.0,1.0167000000365078,475
56,100,11,96.7150738836099,0.967150738836099,0.967150738836099,100,11,100,100,111,0.06005666778689278,195.8181818181818,0.9562000050209463,979
57,100,4,96.66045195701162,0.9666045195701162,0.9666045195701162,100,4,100,100,104,0.0546219265983483,514.0,0.8832999737933278,384
58,100,9,96.60026901366246,0.9660026901366245,0.9660026901366245,100,9,100,100,109,0.06018294334918295,236.22222222222223,1.005500031169504,819
59,100,1,96.5389094117019,0.9653890941170189,0.9653890941170189,100,1,100,100,101,0.06135960196058221,2014.0,1.024999946821481,99
60,100,2,96.4825291165597,0.964825291165597,0.964825291165597,100,2,100,100,102,0.05638029514222476,1014.0,1.1558000114746392,196
61,100,2,96.41662231922962,0.9641662231922962,0.9641662231922962,100,2,100,100,102,0.0659067973300913,1014.0,1.1464999988675117,196
62,100,4,96.35807907395568,0.9635807907395568,0.9635807907395568,100,4,100,100,104,0.058543245273968925,514.0,1.0379999876022339,384
63,100,5,96.30200955071913,0.9630200955071914,0.9630200955071914,100,5,100,100,105,0.05606952323658598,414.0,1.035400026012212,475
64,100,4,96.24886858965704,0.9624886858965703,0.9624886858965703,100,4,100,100,104,0.05314096106212185,514.0,0.9804000146687031,384
65,100,9,96.18971223033834,0.9618971223033834,0.9618971223033834,100,9,100,100,109,0.05915635931876562,236.22222222222223,0.9392999927513301,819
66,100,5,96.13337396592284,0.9613337396592284,0.9613337396592284,100,5,100,100,105,0.05633826441555234,414.0,0.9752000332809985,475
67,100,4,96.0725707724907,0.9607257077249071,0.9607257077249071,100,4,100,100,104,0.06080319343216356,514.0,1.0344000183977187,384
68,100,11,96.010721180849,0.96010721180849,0.96010721180849,100,11,100,100,111,0.061849591641763624,195.8181818181818,0.998099974822253,979
69,100,5,95.95535661633572,0.9595535661633572,0.9595535661633572,100,5,100,100,105,0.055364564513299186,414.0,1.0828999802470207,475
70,100,5,95.89977231231701,0.9589977231231701,0.9589977231231701,100,5,100,100,105,0.05558430401874581,414.0,0.9542999905534089,475
71,100,10,95.83967068087607,0.9583967068087607,0.9583967068087607,100,10,100,100,110,0.060101631441010106,214.0,0.8818999631330371,900
72,100,3,95.78605620173512,0.9578605620173513,0.9578605620173513,100,3,100,100,103,0.05361447914096917,680.6666666666666,0.9213999728672206,291
73,100,7,95.7280009939041,0.957280009939041,0.957280009939041,100,7,100,100,107,0.05805520783107543,299.7142857142857,0.9047000203281641,651
74,100,2,95.67182946756375,0.9567182946756375,0.9567182946756375,100,2,100,100,102,0.05617152634038103,1014.0,0.9355999645777047,196
75,100,7,95.61407536281015,0.9561407536281016,0.9561407536281016,100,7,100,100,107,0.05775410475361209,299.7142857142857,0.9121000184677541,651
76,100,6,95.55372975036707,0.9555372975036707,0.9555372975036707,100,6,100,100,106,0.06034561244306236,347.3333333333333,0.8990999776870012,564
77,100,4,95.49593492326083,0.9549593492326083,0.9549593492326083,100,4,100,100,104,0.05779482710625938,514.0,0.9159999899566174,384
78,100,1,95.43924444169167,0.9543924444169167,0.9543924444169167,100,1,100,100,101,0.056690481569160234,2014.0,0.9806000161916018,99
79,100,4,95.38520859472172,0.9538520859472172,0.9538520859472172,100,4,100,100,104,0.054035846969950896,514.0,0.923599989619106,384
80,100,6,95.32806200437115,0.9532806200437115,0.9532806200437115,100,6,100,100,106,0.0571465903505457,347.3333333333333,0.9703999967314303,564
81,100,8,95.26796311597089,0.9526796311597089,0.9526796311597089,100,8,100,100,108,0.06009888840027244,264.0,0.9512000251561403,736
82,100,4,95.21187013083815,0.9521187013083815,0.9521187013083815,100,4,100,100,104,0.05609298513275185,514.0,1.1190999648533762,384
83,100,5,95.15602491864648,0.9515602491864648,0.9515602491864648,100,5,100,100,105,0.05584521219167815,414.0,1.0855000000447035,475
84,100,4,95.10127335348982,0.9510127335348981,0.9510127335348981,100,4,100,100,104,0.05475156515665791,514.0,1.0749000357463956,384
85,100,8,95.04492657198492,0.9504492657198491,0.9504492657198491,100,8,100,100,108,0.05634678150491279,264.0,1.018500013742596,736
86,100,7,94.98800637803328,0.9498800637803327,0.9498800637803327,100,7,100,100,107,0.05692019395163328,299.7142857142857,1.048700010869652,651
87,100,2,94.9335993724475,0.9493359937244751,0.9493359937244751,100,2,100,100,102,0.05440700558575262,1014.0,1.0902000358328223,196
88,100,7,94.8717263962479,0.9487172639624789,0.9487172639624789,100,7,100,100,107,0.061872976199625285,299.7142857142857,1.0148999863304198,651
89,100,0,94.76419258812649,0.947641925881265,0.947641925881265,100,100,100,100,0,0.10753380812141078,17.0,0.14270003885030746,0
90,100,5,94.70515710628658,0.9470515710628657,0.9470515710628657,100,5,100,100,105,0.059035481839921466,414.0,1.0381999891251326,475
91,100,6,94.64571980926186,0.9464571980926186,0.9464571980926186,100,6,100,100,106,0.059437297024676816,347.3333333333333,1.0407999507151544,564
92,100,6,94.58831002249629,0.9458831002249629,0.9458831002249629,100,6,100,100,106,0.05740978676559472,347.3333333333333,1.012600027024746,564
93,100,4,94.53397294633753,0.9453397294633753,0.9453397294633753,100,4,100,100,104,0.05433707615876404,514.0,1.0096999467350543,384
94,100,2,94.47472157087594,0.9447472157087594,0.9447472157087594,100,2,100,100,102,0.05925137546159043,1014.0,1.04310002643615,196
95,100,9,94.41590374373128,0.9441590374373128,0.9441590374373128,100,9,100,100,109,0.05881782714466155,236.22222222222223,0.9857999975793064,819
96,100,5,94.35937230439097,0.9435937230439098,0.9435937230439098,100,5,100,100,105,0.05653143934031757,414.0,0.9925999911502004,475
97,100,2,94.30126056686201,0.9430126056686201,0.9430126056686201,100,2,100,100,102,0.058111737528942164,1014.0,1.0192999616265297,196
98,100,2,94.24636723893767,0.9424636723893767,0.9424636723893767,100,2,100,100,102,0.054893327924334656,1014.0,0.9135999716818333,196
99,100,8,94.18861050216091,0.9418861050216091,0.9418861050216091,100,8,100,100,107,0.057756736776774176,264.0,0.8861999958753586,736
100,100,6,94.13045068294569,0.9413045068294569,0.9413045068294569,100,6,100,100,106,0.05815981921522262,347.3333333333333,0.9904999751597643,564
101,100,4,94.07695902046386,0.9407695902046386,0.9407695902046386,100,4,100,100,104,0.053491662481799374,514.0,1.0299999848939478,384
102,100,3,94.02095749328824,0.9402095749328824,0.9402095749328824,100,3,100,100,103,0.05600152717567042,680.6666666666666,1.0045000235550106,291
103,100,7,93.96556488049967,0.9396556488049967,0.9396556488049967,100,7,100,100,107,0.05539261278856156,299.7142857142857,0.645600026473403,651
104,100,7,93.9076514218113,0.939076514218113,0.939076514218113,100,7,100,100,107,0.05791345868836206,299.7142857142857,1.0307999909855425,651
105,100,2,93.84496954796113,0.9384496954796113,0.9384496954796113,100,2,100,100,102,0.06268187385017843,1014.0,1.3455000007525086,196
106,100,5,93.78511090150171,0.9378511090150171,0.9378511090150171,100,5,100,100,105,0.05985864645939376,414.0,1.0424999636597931,475
