protocol,ch_bs_m
leach,55.84111667727001
leach,140.47915659639668
leach,111.18803642736368
leach,66.14903607728604
leach,61.990188745117685
leach,124.6487393452616
leach,138.79033054377015
leach,121.18440474370232
leach,70.74337401873021
leach,150.8584914820693
leach,106.26112973777497
leach,103.91557221811529
leach,68.99711831444226
leach,116.28934913679355
leach,137.40408526718204
leach,78.08032873507888
leach,110.35408952766372
leach,95.63951763263591
leach,112.32920396531438
leach,65.13496779532511
leach,94.02649697669622
leach,155.557801553171
leach,67.66246524854222
leach,143.5393603418307
leach,92.34196587998277
leach,75.2812528908016
leach,88.26678296224871
leach,147.0385305726658
leach,94.9690796819821
leach,103.505907038815
leach,61.352258818789295
leach,143.45167963414045
leach,96.52784684227717
leach,74.82077432886999
leach,72.89404434455805
leach,93.31040793663637
leach,109.88476166808617
leach,109.08291839737856
leach,69.17176904147875
leach,155.33761610796316
leach,78.84268575844266
leach,116.44949597422344
leach,135.3414363787646
leach,112.44443302882236
leach,68.84052988766706
leach,83.55094446493348
leach,104.5951356147303
leach,124.82394632922185
leach,63.32267218119976
leach,109.049974878429
leach,153.4334104713536
leach,75.23715863101869
leach,85.86941132136697
leach,126.36894079964719
leach,75.17622642400973
leach,106.50519201499225
leach,73.10771738181019
leach,86.74198407540369
leach,94.92491085314222
leach,95.00849786629537
leach,139.3520431707876
leach,84.07492583439208
leach,56.05375923755522
leach,122.09751628222685
leach,116.16518500669753
leach,126.63303292271824
leach,77.52934133562512
leach,102.91662350523343
leach,113.95036602565
leach,136.419012845333
leach,148.2260796875108
leach,73.37822181956847
leach,125.28559106234326
leach,101.4517321718702
leach,70.70587244276537
leach,96.5536871400195
leach,52.966498146558486
leach,120.34961655075337
leach,135.9069579480279
leach,128.83619724376456
leach,77.67743166317787
leach,136.18411568379213
leach,65.84958958924838
leach,68.92944548291908
leach,79.00048525265677
leach,128.83619724376456
leach,94.92491085314222
leach,121.18440474370232
leach,95.63951763263591
leach,147.0385305726658
leach,112.32920396531438
leach,73.10771738181019
leach,110.35408952766372
leach,72.89404434455805
leach,65.13496779532511
leach,116.16518500669753
leach,84.07492583439208
leach,79.00048525265677
leach,108.05496654040371
leach,70.70587244276537
leach,143.5393603418307
leach,95.2409170540504
leach,96.52784684227717
leach,113.95036602565
leach,109.08291839737856
leach,106.50519201499225
leach,112.44443302882236
leach,104.5951356147303
leach,155.557801553171
leach,113.37653457353142
leach,109.88476166808617
leach,151.7452091178452
leach,75.2812528908016
leach,87.77646613386905
leach,103.505907038815
leach,75.23715863101869
leach,146.01411315472376
leach,94.02649697669622
leach,103.91557221811529
leach,78.08032873507888
leach,69.35349813624539
leach,68.99711831444226
leach,77.52934133562512
leach,61.990188745117685
leach,125.28559106234326
leach,135.9069579480279
leach,126.36894079964719
leach,102.91662350523343
leach,148.2260796875108
leach,68.84052988766706
leach,123.70544251767234
leach,150.8584914820693
leach,69.17176904147875
leach,124.82394632922185
leach,111.18803642736368
leach,135.3414363787646
leach,109.049974878429
leach,106.26112973777497
leach,143.45167963414045
leach,138.79033054377015
leach,140.47915659639668
leach,137.40408526718204
leach,153.4334104713536
leach,127.30171828070853
leach,73.37822181956847
leach,77.67743166317787
leach,67.66246524854222
leach,56.05375923755522
leach,52.966498146558486
leach,68.92944548291908
leach,94.9690796819821
leach,86.74198407540369
leach,155.33761610796316
leach,85.86941132136697
leach,136.18411568379213
leach,68.20261338754389
leach,87.06711042055343
leach,55.84111667727001
leach,126.63303292271824
leach,63.32267218119976
leach,118.55566504542062
leach,139.3520431707876
leach,96.5536871400195
leach,122.09751628222685
leach,95.54706882646286
leach,75.17622642400973
leach,116.28934913679355
leach,66.14903607728604
leach,83.55094446493348
leach,124.6487393452616
leach,116.44949597422344
leach,120.34961655075337
leach,101.4517321718702
leach,145.71673694538347
leach,78.84268575844266
leach,95.00849786629537
leach,92.34196587998277
leach,65.84958958924838
leach,136.419012845333
leach,61.352258818789295
leach,88.26678296224871
leach,68.84607853242912
leach,93.31040793663637
leach,70.74337401873021
leach,74.82077432886999
leach,83.55094446493348
leach,68.84607853242912
leach,138.79033054377015
leach,151.7452091178452
leach,120.34961655075337
leach,135.9069579480279
leach,128.83619724376456
leach,121.18440474370232
leach,136.419012845333
leach,123.70544251767234
leach,56.05375923755522
leach,92.34196587998277
leach,55.84111667727001
leach,140.47915659639668
leach,116.28934913679355
leach,84.07492583439208
leach,101.4517321718702
leach,143.45167963414045
leach,124.6487393452616
leach,135.3414363787646
leach,102.91662350523343
leach,155.33761610796316
leach,95.00849786629537
leach,86.74198407540369
leach,65.13496779532511
leach,96.5536871400195
leach,75.23715863101869
leach,61.352258818789295
leach,136.18411568379213
leach,122.09751628222685
leach,74.82077432886999
leach,77.67743166317787
leach,78.08032873507888
leach,68.20261338754389
leach,66.14903607728604
leach,95.63951763263591
leach,75.17622642400973
leach,73.37822181956847
leach,70.74337401873021
leach,116.44949597422344
leach,61.990188745117685
leach,125.28559106234326
leach,145.71673694538347
leach,85.86941132136697
leach,116.16518500669753
leach,87.06711042055343
leach,150.8584914820693
leach,113.37653457353142
leach,95.2409170540504
leach,96.52784684227717
leach,73.10771738181019
leach,155.557801553171
leach,93.31040793663637
leach,69.35349813624539
leach,77.52934133562512
leach,106.50519201499225
leach,139.3520431707876
leach,106.26112973777497
leach,88.26678296224871
leach,148.2260796875108
leach,147.0385305726658
leach,111.18803642736368
leach,87.77646613386905
leach,112.44443302882236
leach,103.91557221811529
leach,110.35408952766372
leach,109.88476166808617
leach,63.32267218119976
leach,103.505907038815
leach,153.4334104713536
leach,124.82394632922185
leach,68.84052988766706
leach,68.99711831444226
leach,126.63303292271824
leach,68.92944548291908
leach,94.9690796819821
leach,108.05496654040371
leach,78.84268575844266
leach,65.84958958924838
leach,95.54706882646286
leach,109.08291839737856
leach,52.966498146558486
leach,79.00048525265677
leach,104.5951356147303
leach,94.02649697669622
leach,67.66246524854222
leach,143.5393603418307
leach,126.36894079964719
leach,113.95036602565
leach,112.32920396531438
leach,137.40408526718204
leach,70.70587244276537
leach,127.30171828070853
leach,94.92491085314222
leach,72.89404434455805
leach,75.2812528908016
leach,146.01411315472376
leach,118.55566504542062
leach,69.17176904147875
leach,109.049974878429
leach,124.6487393452616
leach,78.08032873507888
leach,95.63951763263591
leach,95.00849786629537
leach,95.54706882646286
leach,140.47915659639668
leach,150.8584914820693
leach,79.00048525265677
leach,109.049974878429
leach,102.91662350523343
leach,66.14903607728604
leach,155.33761610796316
leach,113.37653457353142
leach,68.20261338754389
leach,113.95036602565
leach,120.34961655075337
leach,112.44443302882236
leach,153.4334104713536
leach,86.74198407540369
leach,65.13496779532511
leach,151.7452091178452
leach,147.0385305726658
leach,78.84268575844266
leach,92.34196587998277
leach,126.63303292271824
leach,84.07492583439208
leach,108.05496654040371
leach,67.66246524854222
leach,69.35349813624539
leach,109.88476166808617
leach,123.70544251767234
leach,87.77646613386905
leach,122.09751628222685
leach,63.32267218119976
leach,73.37822181956847
leach,145.71673694538347
leach,70.70587244276537
leach,103.505907038815
leach,136.419012845333
leach,74.82077432886999
leach,116.28934913679355
leach,139.3520431707876
leach,125.28559106234326
leach,73.10771738181019
leach,96.5536871400195
leach,104.5951356147303
leach,146.01411315472376
leach,65.84958958924838
leach,69.17176904147875
leach,135.3414363787646
leach,143.5393603418307
leach,96.52784684227717
leach,70.74337401873021
leach,116.16518500669753
leach,112.32920396531438
leach,118.55566504542062
leach,128.83619724376456
leach,106.26112973777497
leach,124.82394632922185
leach,126.36894079964719
leach,93.31040793663637
leach,121.18440474370232
leach,52.966498146558486
leach,88.26678296224871
leach,155.557801553171
leach,56.05375923755522
leach,116.44949597422344
leach,111.18803642736368
leach,72.89404434455805
leach,94.9690796819821
leach,94.92491085314222
leach,95.2409170540504
leach,87.06711042055343
leach,77.52934133562512
leach,61.990188745117685
leach,68.92944548291908
leach,83.55094446493348
leach,61.352258818789295
leach,85.86941132136697
leach,103.91557221811529
leach,138.79033054377015
leach,55.84111667727001
leach,68.99711831444226
leach,75.17622642400973
leach,75.2812528908016
leach,127.30171828070853
leach,77.67743166317787
leach,68.84607853242912
leach,148.2260796875108
leach,109.08291839737856
leach,106.50519201499225
leach,110.35408952766372
leach,75.23715863101869
leach,136.18411568379213
leach,135.9069579480279
leach,101.4517321718702
leach,137.40408526718204
leach,94.02649697669622
leach,143.45167963414045
leach,68.84052988766706
leach,68.99711831444226
leach,68.92944548291908
leach,108.05496654040371
leach,106.50519201499225
leach,116.28934913679355
leach,109.049974878429
leach,153.4334104713536
leach,88.26678296224871
leach,85.86941132136697
leach,136.18411568379213
leach,113.95036602565
leach,68.84052988766706
leach,140.47915659639668
leach,75.2812528908016
leach,73.10771738181019
leach,83.55094446493348
leach,138.79033054377015
leach,93.31040793663637
leach,116.16518500669753
leach,116.44949597422344
leach,55.84111667727001
leach,72.89404434455805
leach,102.91662350523343
leach,124.82394632922185
leach,96.52784684227717
leach,69.35349813624539
leach,126.63303292271824
leach,63.32267218119976
leach,69.17176904147875
leach,87.77646613386905
leach,94.9690796819821
leach,61.352258818789295
leach,61.990188745117685
leach,103.505907038815
leach,147.0385305726658
leach,150.8584914820693
leach,52.966498146558486
leach,101.4517321718702
leach,86.74198407540369
leach,146.01411315472376
leach,68.84607853242912
leach,70.74337401873021
leach,135.9069579480279
leach,104.5951356147303
leach,155.557801553171
leach,103.91557221811529
leach,122.09751628222685
leach,151.7452091178452
leach,112.32920396531438
leach,111.18803642736368
leach,94.02649697669622
leach,124.6487393452616
leach,125.28559106234326
leach,79.00048525265677
leach,155.33761610796316
leach,143.5393603418307
leach,78.84268575844266
leach,118.55566504542062
leach,135.3414363787646
leach,145.71673694538347
leach,126.36894079964719
leach,110.35408952766372
leach,65.84958958924838
leach,139.3520431707876
leach,127.30171828070853
leach,136.419012845333
leach,109.08291839737856
leach,84.07492583439208
leach,73.37822181956847
leach,113.37653457353142
leach,68.20261338754389
leach,112.44443302882236
leach,96.5536871400195
leach,56.05375923755522
leach,78.08032873507888
leach,75.17622642400973
leach,128.83619724376456
leach,143.45167963414045
leach,95.63951763263591
leach,148.2260796875108
leach,123.70544251767234
leach,67.66246524854222
leach,95.2409170540504
leach,95.00849786629537
leach,109.88476166808617
leach,74.82077432886999
leach,95.54706882646286
leach,137.40408526718204
leach,106.26112973777497
leach,94.92491085314222
leach,121.18440474370232
leach,92.34196587998277
leach,87.06711042055343
leach,77.52934133562512
leach,70.70587244276537
leach,75.23715863101869
leach,77.67743166317787
leach,120.34961655075337
leach,66.14903607728604
leach,65.13496779532511
leach,104.5951356147303
leach,109.88476166808617
leach,123.70544251767234
leach,66.14903607728604
leach,88.26678296224871
leach,56.05375923755522
leach,138.79033054377015
leach,96.52784684227717
leach,70.70587244276537
leach,86.74198407540369
leach,96.5536871400195
leach,151.7452091178452
leach,68.99711831444226
leach,116.28934913679355
leach,135.3414363787646
leach,112.44443302882236
leach,94.02649697669622
leach,113.37653457353142
leach,126.36894079964719
leach,121.18440474370232
leach,136.419012845333
leach,147.0385305726658
leach,73.37822181956847
leach,77.52934133562512
leach,75.2812528908016
leach,75.23715863101869
leach,95.2409170540504
leach,87.06711042055343
leach,78.84268575844266
leach,68.20261338754389
leach,52.966498146558486
leach,145.71673694538347
leach,153.4334104713536
leach,65.13496779532511
leach,102.91662350523343
leach,61.352258818789295
leach,70.74337401873021
leach,84.07492583439208
leach,68.92944548291908
leach,109.049974878429
leach,83.55094446493348
leach,127.30171828070853
leach,77.67743166317787
leach,72.89404434455805
leach,125.28559106234326
leach,137.40408526718204
leach,146.01411315472376
leach,143.5393603418307
leach,113.95036602565
leach,112.32920396531438
leach,63.32267218119976
leach,79.00048525265677
leach,94.9690796819821
leach,124.82394632922185
leach,110.35408952766372
leach,109.08291839737856
leach,68.84607853242912
leach,122.09751628222685
leach,75.17622642400973
leach,135.9069579480279
leach,124.6487393452616
leach,85.86941132136697
leach,78.08032873507888
leach,65.84958958924838
leach,116.44949597422344
leach,108.05496654040371
leach,103.91557221811529
leach,94.92491085314222
leach,95.00849786629537
leach,95.54706882646286
leach,103.505907038815
leach,155.557801553171
leach,143.45167963414045
leach,120.34961655075337
leach,128.83619724376456
leach,136.18411568379213
leach,93.31040793663637
leach,92.34196587998277
leach,148.2260796875108
leach,116.16518500669753
leach,55.84111667727001
leach,140.47915659639668
leach,111.18803642736368
leach,106.50519201499225
leach,87.77646613386905
leach,101.4517321718702
leach,69.35349813624539
leach,74.82077432886999
leach,139.3520431707876
leach,69.17176904147875
leach,106.26112973777497
leach,95.63951763263591
leach,126.63303292271824
leach,61.990188745117685
leach,73.10771738181019
leach,155.33761610796316
leach,67.66246524854222
leach,68.84052988766706
leach,150.8584914820693
leach,118.55566504542062
leach,126.36894079964719
leach,148.2260796875108
leach,153.4334104713536
leach,113.95036602565
leach,65.84958958924838
leach,120.34961655075337
leach,75.2812528908016
leach,65.13496779532511
leach,61.352258818789295
leach,121.18440474370232
leach,69.35349813624539
leach,150.8584914820693
leach,109.08291839737856
leach,63.32267218119976
leach,66.14903607728604
leach,125.28559106234326
leach,103.505907038815
leach,75.23715863101869
leach,92.34196587998277
leach,68.84052988766706
leach,123.70544251767234
leach,68.99711831444226
leach,116.28934913679355
leach,85.86941132136697
leach,75.17622642400973
leach,135.9069579480279
leach,108.05496654040371
leach,70.70587244276537
leach,127.30171828070853
leach,84.07492583439208
leach,94.02649697669622
leach,155.33761610796316
leach,124.82394632922185
leach,113.37653457353142
leach,95.2409170540504
leach,112.32920396531438
leach,135.3414363787646
leach,101.4517321718702
leach,83.55094446493348
leach,116.16518500669753
leach,106.50519201499225
leach,72.89404434455805
leach,79.00048525265677
leach,109.049974878429
leach,96.5536871400195
leach,106.26112973777497
leach,88.26678296224871
leach,122.09751628222685
leach,151.7452091178452
leach,61.990188745117685
leach,78.84268575844266
leach,78.08032873507888
leach,95.54706882646286
leach,87.06711042055343
leach,111.18803642736368
leach,112.44443302882236
leach,73.10771738181019
leach,137.40408526718204
leach,86.74198407540369
leach,124.6487393452616
leach,138.79033054377015
leach,70.74337401873021
leach,140.47915659639668
leach,126.63303292271824
leach,102.91662350523343
leach,104.5951356147303
leach,143.45167963414045
leach,93.31040793663637
leach,77.67743166317787
leach,96.52784684227717
leach,95.00849786629537
leach,74.82077432886999
leach,147.0385305726658
leach,77.52934133562512
leach,145.71673694538347
leach,136.18411568379213
leach,68.84607853242912
leach,68.20261338754389
leach,87.77646613386905
leach,128.83619724376456
leach,67.66246524854222
leach,94.92491085314222
leach,109.88476166808617
leach,55.84111667727001
leach,52.966498146558486
leach,118.55566504542062
leach,68.92944548291908
leach,110.35408952766372
leach,146.01411315472376
leach,155.557801553171
leach,143.5393603418307
leach,95.63951763263591
leach,136.419012845333
leach,139.3520431707876
leach,69.17176904147875
leach,73.37822181956847
leach,94.9690796819821
leach,103.91557221811529
leach,56.05375923755522
leach,116.44949597422344
leach,106.26112973777497
leach,103.91557221811529
leach,138.79033054377015
leach,95.00849786629537
leach,79.00048525265677
leach,103.505907038815
leach,86.74198407540369
leach,52.966498146558486
leach,146.01411315472376
leach,88.26678296224871
leach,85.86941132136697
leach,124.6487393452616
leach,126.36894079964719
leach,136.18411568379213
leach,68.20261338754389
leach,116.16518500669753
leach,108.05496654040371
leach,96.5536871400195
leach,124.82394632922185
leach,96.52784684227717
leach,95.54706882646286
leach,68.99711831444226
leach,69.17176904147875
leach,135.3414363787646
leach,68.84607853242912
leach,143.5393603418307
leach,94.92491085314222
leach,118.55566504542062
leach,113.37653457353142
leach,95.63951763263591
leach,65.84958958924838
leach,123.70544251767234
leach,140.47915659639668
leach,68.92944548291908
leach,101.4517321718702
leach,155.557801553171
leach,143.45167963414045
leach,78.84268575844266
leach,116.44949597422344
leach,116.28934913679355
leach,139.3520431707876
leach,73.37822181956847
leach,136.419012845333
leach,147.0385305726658
leach,87.06711042055343
leach,127.30171828070853
leach,61.352258818789295
leach,93.31040793663637
leach,78.08032873507888
leach,151.7452091178452
leach,126.63303292271824
leach,72.89404434455805
leach,128.83619724376456
leach,110.35408952766372
leach,112.32920396531438
leach,135.9069579480279
leach,75.17622642400973
leach,125.28559106234326
leach,87.77646613386905
leach,94.9690796819821
leach,75.23715863101869
leach,94.02649697669622
leach,109.88476166808617
leach,106.50519201499225
leach,73.10771738181019
leach,153.4334104713536
leach,155.33761610796316
leach,95.2409170540504
leach,121.18440474370232
leach,68.84052988766706
leach,120.34961655075337
leach,63.32267218119976
leach,83.55094446493348
leach,122.09751628222685
leach,92.34196587998277
leach,150.8584914820693
leach,66.14903607728604
leach,109.08291839737856
leach,77.52934133562512
leach,84.07492583439208
leach,137.40408526718204
leach,70.70587244276537
leach,102.91662350523343
leach,67.66246524854222
leach,69.35349813624539
leach,70.74337401873021
leach,55.84111667727001
leach,104.5951356147303
leach,77.67743166317787
leach,113.95036602565
leach,148.2260796875108
leach,112.44443302882236
leach,109.049974878429
leach,145.71673694538347
leach,74.82077432886999
leach,61.990188745117685
leach,65.13496779532511
leach,56.05375923755522
leach,111.18803642736368
leach,75.2812528908016
leach,110.35408952766372
leach,109.88476166808617
leach,123.70544251767234
leach,75.2812528908016
leach,67.66246524854222
leach,148.2260796875108
leach,68.84052988766706
leach,116.16518500669753
leach,52.966498146558486
leach,155.557801553171
leach,87.06711042055343
leach,118.55566504542062
leach,61.990188745117685
leach,79.00048525265677
leach,106.26112973777497
leach,124.82394632922185
leach,139.3520431707876
leach,102.91662350523343
leach,61.352258818789295
leach,143.45167963414045
leach,56.05375923755522
leach,63.32267218119976
leach,84.07492583439208
leach,101.4517321718702
leach,86.74198407540369
leach,88.26678296224871
leach,136.18411568379213
leach,68.99711831444226
leach,73.37822181956847
leach,103.505907038815
leach,128.83619724376456
leach,68.92944548291908
leach,65.13496779532511
leach,77.67743166317787
leach,103.91557221811529
leach,95.2409170540504
leach,121.18440474370232
leach,70.70587244276537
leach,95.54706882646286
leach,116.28934913679355
leach,135.3414363787646
leach,137.40408526718204
leach,108.05496654040371
leach,155.33761610796316
leach,78.08032873507888
leach,112.32920396531438
leach,125.28559106234326
leach,96.5536871400195
leach,126.36894079964719
leach,92.34196587998277
leach,120.34961655075337
leach,126.63303292271824
leach,69.35349813624539
leach,113.95036602565
leach,116.44949597422344
leach,147.0385305726658
leach,109.08291839737856
leach,94.9690796819821
leach,83.55094446493348
leach,124.6487393452616
leach,96.52784684227717
leach,68.20261338754389
leach,136.419012845333
leach,106.50519201499225
leach,87.77646613386905
leach,112.44443302882236
leach,73.10771738181019
leach,68.84607853242912
leach,94.92491085314222
leach,93.31040793663637
leach,111.18803642736368
leach,77.52934133562512
leach,78.84268575844266
leach,140.47915659639668
leach,75.17622642400973
leach,66.14903607728604
leach,72.89404434455805
leach,153.4334104713536
leach,127.30171828070853
leach,122.09751628222685
leach,95.63951763263591
leach,74.82077432886999
leach,135.9069579480279
leach,145.71673694538347
leach,94.02649697669622
leach,113.37653457353142
leach,138.79033054377015
leach,150.8584914820693
leach,109.049974878429
leach,104.5951356147303
leach,85.86941132136697
leach,95.00849786629537
leach,151.7452091178452
leach,55.84111667727001
leach,75.23715863101869
leach,143.5393603418307
leach,65.84958958924838
leach,146.01411315472376
leach,70.74337401873021
leach,69.17176904147875
leach,121.18440474370232
leach,79.00048525265677
leach,101.4517321718702
leach,94.02649697669622
leach,140.47915659639668
leach,145.71673694538347
leach,155.33761610796316
leach,120.34961655075337
leach,65.84958958924838
leach,137.40408526718204
leach,85.86941132136697
leach,143.5393603418307
leach,116.44949597422344
leach,135.9069579480279
leach,109.049974878429
leach,103.505907038815
leach,153.4334104713536
leach,61.352258818789295
leach,143.45167963414045
leach,77.52934133562512
leach,139.3520431707876
leach,61.990188745117685
leach,70.70587244276537
leach,68.20261338754389
leach,95.54706882646286
leach,112.32920396531438
leach,126.63303292271824
leach,106.50519201499225
leach,73.37822181956847
leach,112.44443302882236
leach,75.23715863101869
leach,106.26112973777497
leach,95.63951763263591
leach,69.35349813624539
leach,70.74337401873021
leach,147.0385305726658
leach,87.77646613386905
leach,102.91662350523343
leach,126.36894079964719
leach,78.08032873507888
leach,75.2812528908016
leach,94.92491085314222
leach,92.34196587998277
leach,68.92944548291908
leach,127.30171828070853
leach,103.91557221811529
leach,67.66246524854222
leach,124.82394632922185
leach,138.79033054377015
leach,122.09751628222685
leach,93.31040793663637
leach,96.52784684227717
leach,110.35408952766372
leach,116.16518500669753
leach,116.28934913679355
leach,135.3414363787646
leach,104.5951356147303
leach,136.18411568379213
leach,86.74198407540369
leach,65.13496779532511
leach,109.88476166808617
leach,63.32267218119976
leach,88.26678296224871
leach,95.2409170540504
leach,55.84111667727001
leach,66.14903607728604
leach,118.55566504542062
leach,83.55094446493348
leach,68.84607853242912
leach,113.37653457353142
leach,78.84268575844266
leach,68.84052988766706
leach,52.966498146558486
leach,108.05496654040371
leach,128.83619724376456
leach,77.67743166317787
leach,148.2260796875108
leach,68.99711831444226
leach,73.10771738181019
leach,124.6487393452616
leach,113.95036602565
leach,151.7452091178452
leach,123.70544251767234
leach,150.8584914820693
leach,109.08291839737856
leach,125.28559106234326
leach,87.06711042055343
leach,111.18803642736368
leach,75.17622642400973
leach,69.17176904147875
leach,84.07492583439208
leach,72.89404434455805
leach,146.01411315472376
leach,56.05375923755522
leach,74.82077432886999
leach,94.9690796819821
leach,96.5536871400195
leach,155.557801553171
leach,95.00849786629537
leach,136.419012845333
leach,85.86941132136697
leach,77.67743166317787
leach,120.34961655075337
leach,109.049974878429
leach,104.5951356147303
leach,68.84607853242912
leach,78.08032873507888
leach,113.95036602565
leach,123.70544251767234
leach,111.18803642736368
leach,52.966498146558486
leach,125.28559106234326
leach,135.3414363787646
leach,103.505907038815
leach,88.26678296224871
leach,122.09751628222685
leach,92.34196587998277
leach,68.99711831444226
leach,126.63303292271824
leach,77.52934133562512
leach,73.37822181956847
leach,94.9690796819821
leach,65.13496779532511
leach,93.31040793663637
leach,95.2409170540504
leach,112.32920396531438
leach,109.08291839737856
leach,146.01411315472376
leach,68.84052988766706
leach,101.4517321718702
leach,113.37653457353142
leach,147.0385305726658
leach,106.26112973777497
leach,68.92944548291908
leach,102.91662350523343
leach,83.55094446493348
leach,103.91557221811529
leach,124.6487393452616
leach,109.88476166808617
leach,66.14903607728604
leach,139.3520431707876
leach,70.70587244276537
leach,128.83619724376456
leach,155.33761610796316
leach,95.63951763263591
leach,61.990188745117685
leach,112.44443302882236
leach,137.40408526718204
leach,138.79033054377015
leach,95.00849786629537
leach,70.74337401873021
leach,55.84111667727001
leach,140.47915659639668
leach,150.8584914820693
leach,116.28934913679355
leach,155.557801553171
leach,74.82077432886999
leach,116.44949597422344
leach,87.77646613386905
leach,79.00048525265677
leach,96.5536871400195
leach,94.02649697669622
leach,121.18440474370232
leach,65.84958958924838
leach,95.54706882646286
leach,110.35408952766372
leach,87.06711042055343
leach,84.07492583439208
leach,78.84268575844266
leach,68.20261338754389
leach,69.35349813624539
leach,63.32267218119976
leach,135.9069579480279
leach,145.71673694538347
leach,148.2260796875108
leach,69.17176904147875
leach,73.10771738181019
leach,136.18411568379213
leach,96.52784684227717
leach,136.419012845333
leach,127.30171828070853
leach,67.66246524854222
leach,126.36894079964719
leach,116.16518500669753
leach,75.17622642400973
leach,118.55566504542062
leach,108.05496654040371
leach,143.45167963414045
leach,143.5393603418307
leach,124.82394632922185
leach,56.05375923755522
leach,151.7452091178452
leach,72.89404434455805
leach,61.352258818789295
leach,106.50519201499225
leach,153.4334104713536
leach,75.23715863101869
leach,94.92491085314222
leach,75.2812528908016
leach,86.74198407540369
leach,155.557801553171
leach,151.7452091178452
leach,139.3520431707876
leach,102.91662350523343
leach,126.63303292271824
leach,118.55566504542062
leach,94.9690796819821
leach,75.23715863101869
leach,143.45167963414045
leach,68.84607853242912
leach,126.36894079964719
leach,110.35408952766372
leach,78.08032873507888
leach,95.63951763263591
leach,148.2260796875108
leach,73.10771738181019
leach,109.049974878429
leach,106.26112973777497
leach,155.33761610796316
leach,87.06711042055343
leach,120.34961655075337
leach,101.4517321718702
leach,94.02649697669622
leach,67.66246524854222
leach,95.2409170540504
leach,96.52784684227717
leach,95.54706882646286
leach,135.9069579480279
leach,65.84958958924838
leach,70.74337401873021
leach,68.99711831444226
leach,96.5536871400195
leach,77.67743166317787
leach,143.5393603418307
leach,138.79033054377015
leach,68.20261338754389
leach,140.47915659639668
leach,75.17622642400973
leach,68.92944548291908
leach,137.40408526718204
leach,145.71673694538347
leach,86.74198407540369
leach,127.30171828070853
leach,94.92491085314222
leach,55.84111667727001
leach,61.352258818789295
leach,78.84268575844266
leach,136.18411568379213
leach,68.84052988766706
leach,74.82077432886999
leach,123.70544251767234
leach,75.2812528908016
leach,56.05375923755522
leach,69.35349813624539
leach,109.88476166808617
leach,116.44949597422344
leach,106.50519201499225
leach,69.17176904147875
leach,88.26678296224871
leach,87.77646613386905
leach,85.86941132136697
leach,113.95036602565
leach,116.28934913679355
leach,61.990188745117685
leach,65.13496779532511
leach,121.18440474370232
leach,147.0385305726658
leach,52.966498146558486
leach,79.00048525265677
leach,135.3414363787646
leach,70.70587244276537
leach,83.55094446493348
leach,104.5951356147303
leach,95.00849786629537
leach,136.419012845333
leach,112.32920396531438
