n_nodes,field_side,protocol,n_censored_runs,fnd_mean,fnd_std,hnd_mean,hnd_std,lnd_mean,lnd_std,throughput_total_mean,throughput_total_std,readings_attempted_total_mean,readings_attempted_total_std,readings_delivered_total_mean,readings_delivered_total_std,pdr_percent_mean,pdr_percent_std,reporting_rate_mean,reporting_rate_std,data_yield_mean,data_yield_std,mean_residual_energy_final_mean,mean_residual_energy_final_std,mean_latency_ms_mean,mean_latency_ms_std,p95_latency_ms_mean,p95_latency_ms_std,alive_node_auc_mean,alive_node_auc_std,total_control_packets_mean,total_control_packets_std,mean_setup_ms_mean,mean_setup_ms_std,total_runtime_s_mean,total_runtime_s_std,peak_memory_kb_mean,peak_memory_kb_std,ops_per_round_mean,ops_per_round_std
100,100.0,apteen,15,2140.733333333333,130.15840166431641,5365.733333333334,165.97352055014537,6999.0,0.0,21456.266666666666,615.1100327428844,68945.0,1755.2257079117448,62622.6,2323.33432807248,90.81585043149913,1.772104091428937,0.16760495916959683,0.0014994767568830808,0.1207052063345179,0.0030136618411811906,0.003290979005422167,0.0011373553436936973,407.64989885499284,4.846622896167158,980.6666666666666,25.81988897471611,518717.6,10065.657779939527,554686.2666666667,11805.792007477072,0.7312593848215255,0.023377831049539388,15.488711378578696,0.48781030885347687,5208.46875,,296.11131428571423,9.869143165729021
100,100.0,dqn,0,1478.4666666666667,58.70004461748933,1919.5333333333333,29.24494258272132,2311.3333333333335,57.30328670038627,8969.733333333334,207.08951365693693,192172.8,2255.0115362391007,173612.46666666667,4832.3584136625495,90.33475376681858,1.9451628075428575,1.000335247022866,1.6771185937794322e-05,0.9036504277191001,0.019460572044450113,0.0,0.0,401.6510177484881,3.244652093940751,924.3333333333334,39.662264661706324,192108.4,2254.5893449330665,11905.666666666666,174.29394984445372,0.48663837729571713,0.007539840384343822,4.774550635716878,0.08523432413846053,1786.095703125,,8265.479018731168,186.2883466372216
100,100.0,fuzzy_t2,0,1453.6666666666667,56.19566158479123,2002.7333333333333,27.649507013602214,2111.266666666667,48.48190629601148,9049.133333333333,269.84198197851873,191710.73333333334,3143.453116437097,175387.66666666666,5215.704823849199,91.4755583658381,1.778719973432071,1.0003963670031635,2.3815614809040105e-05,0.9151182296524426,0.017797849852589066,0.0,0.0,402.19347738071355,2.7794950755474517,1031.3333333333333,49.49266419908924,191634.8,3143.7949133400634,9641.733333333334,218.51788637698897,4.578687503502974,0.08671919006430912,12.97137829285514,0.23510036311669677,1610.0947265625,,2293.300221479603,37.67665292475802
100,100.0,gcn,0,370.6,118.97106490955808,1828.6666666666667,65.9758252984343,3187.2,139.13621280703924,8672.666666666666,359.7885622470641,180643.6,3907.335094774588,163843.6,6162.914278164187,90.69361420773619,2.538394149401154,1.0001994867571087,3.6004055721799546e-05,0.9071169033934682,0.025382627110026718,0.0,0.0,393.0386489163585,4.85969425994612,991.3333333333334,87.46155618055174,180607.66666666666,3911.185857195207,12181.066666666668,341.0260707810782,0.8303994855704807,0.026229784724172783,6.223306792858888,0.1790681179974694,2366.376953125,,5466.5000139015365,241.64386310120116
100,100.0,leach,0,1034.4,44.23766979138287,1682.0666666666666,24.90400617992061,2179.6666666666665,80.78071434150486,11048.066666666668,470.4727814605624,167022.93333333332,2687.7276240259876,146318.93333333332,5017.072459778378,87.590216052815,2.0789056928606047,1.0003942057300397,2.9236864836472086e-05,0.8762473552655542,0.02079281142614598,0.0,0.0,273.6361719684059,9.367076558528568,839.5999999999985,18.870990586462415,166957.13333333333,2687.716074148848,171435.2,2863.9515957601557,0.7516269973414309,0.05305446480857678,6.0197290428498365,0.2868028735070743,1719.4921875,,330.19118901555726,14.991306470019186
100,100.0,nsga2,0,1872.2,31.760712478514353,1966.1333333333334,24.74979557395133,2695.733333333333,296.58110590688744,9656.133333333333,406.4133832629508,200739.13333333333,2069.092619161034,179667.93333333332,5044.74336692118,89.49363467148969,1.8922025521411479,1.0004088109693887,2.3233746250444956e-05,0.8953020923377571,0.018923889734681898,0.0,0.0,386.76317243681183,11.355037869715433,568.6666666666666,14.074631010979935,200657.13333333333,2071.4340742127238,10790.666666666666,199.46881842485936,98.63310062625642,11.156788042349769,268.94590015715636,33.590596170544714,2132.7353515625,,86687.15375103142,10170.227333497527
100,100.0,pegasis,0,1610.4666666666667,325.7726785585895,2200.6,8.650350942509293,2595.0666666666666,367.9701980686298,2225.266666666667,387.65383428788016,216530.46666666667,1632.0076972274132,181929.26666666666,6248.665760060494,84.00987927779788,2.4521997769448527,1.0002417408980029,2.5602115820816425e-05,0.8403019502337216,0.024531057470839557,0.0,0.0,1063.419999233822,144.7881617171807,1621.9133333333332,15.56042905516907,216478.13333333333,1631.3575795578824,214056.66666666666,1498.6199206825813,0.04491183067619929,0.0052158328586680135,4.060655728572913,0.210822562273641,1579.53125,,60.0258569167563,7.942454643425607
100,100.0,som,0,964.8,141.87882153443482,1990.2666666666667,25.91322515811643,2877.866666666667,112.29671580661824,9389.733333333334,295.2779481550674,196974.13333333333,2682.5877662826847,175679.53333333333,5203.698229784915,89.18006315623825,1.9247187188067747,1.0003249000071763,2.2480742572562564e-05,0.8920902088809438,0.019244862167415867,0.0,0.0,388.00783319386323,7.543252115633361,540.6666666666666,24.688535993934707,196910.2,2685.0768331651143,10664.0,199.01040891657615,36.17940687954598,2.683676651916019,107.77418907856918,5.999243321532311,2020.2197265625,,6187.331378403817,247.32430964241226
100,100.0,stub,0,111.53333333333333,11.331792612359433,1156.8666666666666,216.09715628018097,3207.0,68.58571279792899,129176.46666666666,8383.26169788574,133158.33333333334,8297.428256192798,129176.46666666666,8383.26169788574,96.99806282008599,0.7178871706952719,1.0007542804235743,4.7026752667462095e-05,0.9707121839010614,0.007172514764595387,0.0,0.0,600.3800920434696,21.509796685327387,1477.0,38.54496446637726,133058.33333333334,8297.428256192798,0.0,0.0,0.0025557234881597303,9.370641975572099e-05,1.6180807214197037,0.07747443659684536,6171.703125,,0.0,0.0
100,100.0,teen,15,2200.5333333333333,148.0998054723651,5592.0,182.40770660411096,6999.0,0.0,21247.4,625.2891673914901,64507.0,1759.2300669814135,58590.8,2261.2677291415857,90.81312504366043,1.7228966805961405,0.1545235973053757,0.0014889039402833186,0.1093435754984207,0.0028484934007587683,0.0063882037714977115,0.001792197752456468,418.83018231654495,4.745307700554443,991.3333333333334,33.69329451445933,535745.0,10879.92897823458,574142.7333333333,12528.72920512045,0.7578798458669144,0.029133412669236105,15.64713354286089,0.6066614989067562,5222.2265625,,307.2294857142857,10.46888954124659
