n_nodes,field_side,protocol,n_censored_runs,fnd_mean,fnd_std,hnd_mean,hnd_std,lnd_mean,lnd_std,throughput_total_mean,throughput_total_std,readings_attempted_total_mean,readings_attempted_total_std,readings_delivered_total_mean,readings_delivered_total_std,pdr_percent_mean,pdr_percent_std,reporting_rate_mean,reporting_rate_std,data_yield_mean,data_yield_std,mean_residual_energy_final_mean,mean_residual_energy_final_std,mean_latency_ms_mean,mean_latency_ms_std,p95_latency_ms_mean,p95_latency_ms_std,alive_node_auc_mean,alive_node_auc_std,total_control_packets_mean,total_control_packets_std,mean_setup_ms_mean,mean_setup_ms_std,total_runtime_s_mean,total_runtime_s_std,peak_memory_kb_mean,peak_memory_kb_std,ops_per_round_mean,ops_per_round_std
50,50.0,apteen,15,6831.166666666667,139.16101422017547,,,6999.0,0.0,17904.733333333334,255.66955980234292,46619.0,671.343535648585,46570.73333333333,735.1535764399034,99.8950195948495,0.33498566239534555,0.16746838822146698,0.00204384073802595,0.1331257609313299,0.0020858508390512584,0.1047846656075437,0.005610801412213159,345.2316974948755,4.391168274379917,1014.0,0.0,349824.5333333333,167.84553556625752,357379.4,855.1946979656569,0.5261562480846639,0.022946744803757187,10.24667941428405,0.4534746021863593,5023.6953125,,116.24854285714285,0.10332081149247432
50,50.0,dqn,0,1499.8666666666666,117.0859676029703,2164.8,43.18597655985762,2973.8,129.0704126768464,5034.4,140.0106118427151,109740.6,427.9193515471945,109249.73333333334,584.6457372591013,99.5524154564897,0.2698188920597969,1.0002625757639345,3.1413877370314556e-05,0.9957855756838072,0.0027072045620794185,0.0,0.0,448.3997670535139,11.337296602747577,800.6666666666666,23.502786055720126,109711.8,429.8991908409625,7949.666666666667,230.31179693954846,0.33348346088335024,0.010078303269587016,3.3055218642901827,0.12405309486168072,2249.470703125,,1783.3246372311928,93.82168426089609
50,50.0,fuzzy_t2,0,1655.8,60.19990507823556,2303.0,47.35730445996991,2570.266666666667,37.1049990214385,5006.6,126.54519237918805,111483.0,494.0268934264322,111077.73333333334,705.8299538908248,99.63596052475177,0.31152175048611536,1.0003110220823386,2.8319494087487647e-05,0.9966695260297478,0.0031268466426784794,0.0,0.0,457.25919794400573,11.75788887657126,827.3333333333334,19.518001458970666,111448.33333333333,492.9467758384508,5241.333333333333,49.541709219413825,2.596003727418269,0.18886435528538423,9.022355314290118,0.6685767060645329,1811.52734375,,656.5625766259384,13.467915776498998
50,50.0,gcn,0,199.93333333333334,150.66636114591864,2189.0,63.09743033028932,3954.866666666667,124.09550853312636,5904.866666666667,141.29142460413746,109180.86666666667,548.439196612489,108248.26666666666,645.3507868556744,99.14591548589205,0.34748727583511585,1.0001062855560674,2.5930049364622057e-05,0.9915645492535762,0.003480367955862563,0.0,0.0,380.8343446758329,8.12353766396875,747.3333333333334,66.61903060008632,109169.26666666666,549.037790355177,9704.533333333333,210.78013821673682,0.5149800836626646,0.01817594981166077,4.504043571422309,0.18654153351772262,2802.572265625,,1504.9865807188914,55.90403315631744
50,50.0,leach,0,1790.5333333333333,37.2958570404402,2109.6666666666665,24.455985731416312,2636.0,153.59454975449393,15624.8,560.3852246446189,106219.4,526.4325760654037,105720.73333333334,730.8276586628797,99.52993052968395,0.3211997654607184,1.0002912959073649,4.07755396285089e-05,0.9955892507862549,0.003219440626348176,0.0,0.0,138.2506608481263,4.461875486767197,623.3333333333334,12.798809468443688,106188.46666666666,526.0377317627465,101145.0,312.4918284645902,0.44462434822358193,0.03798613298516807,4.062935807143471,0.20068772718994365,2059.9296875,,89.38018879237293,5.148180359271782
50,50.0,nsga2,0,2184.4666666666667,11.005626266769626,2233.8,14.467698010197951,2899.3333333333335,337.1825844228839,5263.533333333334,332.45147157499684,112910.66666666667,423.40383739854025,112521.86666666667,712.4727430041163,99.65497783382611,0.3400774601921099,1.000326017142263,2.3022537438158956e-05,0.9968746953576088,0.0034096730280653194,0.0,0.0,442.6394800884442,26.13208547083259,580.6666666666666,12.344267996967352,112873.86666666667,422.92161831490154,5330.2,246.0523173171569,95.7110256573195,9.875504034812478,276.66098502856664,37.424317477986975,2428.6806640625,,18841.530891313567,2309.2476321997037
50,50.0,pegasis,0,2097.3333333333335,78.10950798779389,2231.266666666667,1.944467120049187,3466.9333333333334,141.90664268488362,3455.733333333333,131.50907989655352,113601.93333333333,196.21579471397834,113127.8,563.2099583129343,99.58284817917325,0.5106398969823248,1.0002218790876407,3.797408912030293e-05,0.996049519641152,0.005124968239133275,0.0,0.0,427.0496874369811,16.489778405595043,821.6666666666666,8.295150620062532,113576.73333333334,196.31187529274018,110188.53333333334,140.01166618059605,0.015625081491353242,0.0006993210281783622,2.7124225428519173,0.13825149027784392,2414.8046875,,4.519945496158783,0.35695377016524427
50,50.0,som,0,1382.0666666666666,96.3983303550331,2184.0666666666666,50.29124699000338,3156.9333333333334,93.09401290144946,5663.533333333334,217.53681680733186,112579.13333333333,494.15004468953214,112044.53333333334,723.4631856234157,99.52449574411204,0.2955694838694008,1.0002469877554343,2.7797965011766214e-05,0.9954907526543074,0.002950098635048353,0.0,0.0,408.930913392461,14.134955221628768,567.3333333333334,27.945525240230875,112551.33333333333,493.71892910073944,5813.466666666666,118.76198686368262,18.134578021811766,2.0627183933444844,59.38032554999726,7.349060838197095,2167.494140625,,1374.2922598782638,38.83926190298627
50,50.0,stub,0,2178.0666666666666,405.2953890447711,3230.0666666666666,122.85326128973463,4326.266666666666,64.2144472692496,163438.4,4034.6587534936407,163557.93333333332,4046.027619188739,163438.4,4034.6587534936407,99.92714590415521,0.14051751868855694,1.0003059691144156,7.51669216976756e-06,0.9995772059947738,0.001406191996193194,0.0,0.0,454.97109988327287,4.444948929542186,935.6666666666666,5.163977794943222,163507.93333333332,4046.027619188739,0.0,0.0,0.0027808984999410013,0.00025664614027713287,2.0634517714206595,0.06542549713051637,8171.8828125,,0.0,0.0
50,50.0,teen,15,6808.5,55.86143571373726,,,6999.0,0.0,17103.466666666667,222.788133393483,42280.73333333333,703.4825073128956,42236.933333333334,764.0384682412142,99.8946372867668,0.36025597803232307,0.15445571515453144,0.002179546529611643,0.12068557268049143,0.0021722244264711066,0.14206865201964108,0.006355934774568268,355.33350714471413,4.054292614937355,1014.0,0.0,349974.4666666667,69.01642316627735,357870.4666666667,887.4200862747076,0.5230253152584904,0.02676687579983318,9.973334307142068,0.5092163290134439,5006.875,,116.3680476190476,0.06185876103522035
