run_id,seed,protocol,fnd,hnd,lnd,lnd_censored,throughput_total,readings_attempted_total,readings_delivered_total,pdr_percent,reporting_rate,data_yield,mean_residual_energy_final,mean_latency_ms,p95_latency_ms,alive_node_auc,total_control_packets,mean_setup_ms,total_runtime_s,peak_memory_kb,ops_per_round
0,0,pegasis,1727,2205,2407,False,1981,217405,178860,82.27041696373128,1.0002484460618999,0.8229085672483678,0.0,1144.1060070671379,1632.0,217351,215120,0.6777064364508492,39.87846310000168,1579.53125,64.41735880398672
1,1,pegasis,1844,2196,2535,False,2087,217378,179336,82.49960897606934,1.000271490297673,0.8252200681946815,0.0,1133.9578342117873,1632.0,217319,214958,0.6322564274029129,41.85869970000931,1663.65625,57.90930599369085
2,2,pegasis,1860,2207,3023,False,2679,218089,186427,85.4820738322428,1.0002063803635963,0.8549971565372126,0.0,892.4968271743188,1633.6999999999985,218044,215190,0.5557004300807079,42.32366620001267,1995.1796875,50.90410052910053
3,3,pegasis,1785,2208,2330,False,2004,217993,187638,86.07524094810384,1.0002110604871826,0.8609340803039272,0.0,1206.4061876247506,1632.0,217947,215790,0.7166130415834958,40.686651600000914,1534.390625,66.14242814242814
4,4,pegasis,1429,2207,3051,False,2717,216550,182737,84.38559224197645,1.0002078473938247,0.8440313156740029,0.0,847.7662863452338,1615.0,216505,213621,0.5410837812116828,41.8799796999956,2013.2216796875,49.09436435124508
