run_id,seed,protocol,fnd,hnd,lnd,lnd_censored,throughput_total,readings_attempted_total,readings_delivered_total,pdr_percent,reporting_rate,data_yield,mean_residual_energy_final,mean_latency_ms,p95_latency_ms,alive_node_auc,total_control_packets,mean_setup_ms,total_runtime_s,peak_memory_kb,ops_per_round
0,0,dqn,1461,1877,2280,False,8681,191194,166463,87.06497065807504,1.000334850625229,0.8709412441793544,0.0,398.3658564681488,954.0,191130,11855,,,1786.095703125,8374.903112669881
1,1,dqn,1530,1918,2348,False,8797,193078,168093,87.05963393032867,1.0003315821650243,0.8708850135223352,0.0,396.5758781402751,854.0,193014,11988,0.4999948907697081,4.974154900002759,,8216.767134951044
2,2,dqn,1448,1926,2318,False,9206,192714,178342,92.54231659350125,1.000352979039274,0.9257498209150462,0.0,401.9839235281338,914.0,192646,11981,0.5341250967841199,5.197060999984387,,8234.341957740406
3,3,dqn,1517,1958,2359,False,9204,195731,180921,92.43349290608029,1.0003577616387527,0.92466562063978,0.0,407.7005649717514,874.0,195661,12133,0.5400632205961856,5.300751600007061,,8187.971186440678
4,4,dqn,1404,1970,2366,False,9089,195413,176077,90.1050595405628,1.000302015827677,0.9013227269469783,0.0,402.07349543404115,914.0,195354,12163,0.5176086177690216,5.033993799996097,,8124.520067596113
5,5,dqn,1462,1925,2294,False,8855,190842,172047,90.15153896940924,1.000314495078152,0.9017989118470296,0.0,403.1134952004517,954.0,190782,11872,0.5294220469545061,5.006585300026927,,8275.407407407407
6,6,dqn,1445,1914,2332,False,8809,190767,167503,87.80501868771853,1.0003618286505365,0.8783678905914063,0.0,395.0761720967193,894.0,190698,11838,0.5493580371275564,5.2652885999996215,,8121.109301328761
7,7,dqn,1580,1928,2326,False,9328,194672,181965,93.47261033944275,1.0003494275554459,0.9350527224517482,0.0,404.7632933104631,894.0,194604,12048,0.5573841428644731,5.4647563000326045,,8337.280618822519
8,8,dqn,1361,1924,2345,False,9122,192728,175609,91.11753351874144,1.0003269924480316,0.9114732826408533,0.0,399.52071914053937,1014.0,192665,11902,0.527976683594242,5.173275500012096,,8040.061381074169
9,9,dqn,1509,1938,2394,False,9206,193393,178150,92.1181221657454,1.0003310419026634,0.9214861712417692,0.0,401.5385618075168,949.0,193329,12095,0.5135121081113846,5.11382989998674,,7998.646346555323
10,10,dqn,1454,1925,2293,False,8981,191784,174342,90.90539356776374,1.0003181673560293,0.9093431669648399,0.0,402.6939093642133,954.0,191723,11924,0.5356581074397998,5.226829799998086,,8323.956843940716
11,11,dqn,1501,1915,2331,False,8872,191733,171357,89.37272144075354,1.0003286899358272,0.8940209735482861,0.0,400.7312894499549,894.0,191670,11827,0.5129861066468926,4.994014500000048,,8158.288164665523
