run_id,seed,protocol,fnd,hnd,lnd,lnd_censored,throughput_total,readings_attempted_total,readings_delivered_total,pdr_percent,reporting_rate,data_yield,mean_residual_energy_final,mean_latency_ms,p95_latency_ms,alive_node_auc,total_control_packets,mean_setup_ms,total_runtime_s,peak_memory_kb,ops_per_round
0,0,pegasis,1727,2205,2407,False,1981,217405,178860,82.27041696373128,1.0002484460618999,0.8229085672483678,0.0,1144.1060070671379,1632.0,217351,215120,,,1579.53125,64.41735880398672
1,1,pegasis,1844,2196,2535,False,2087,217378,179336,82.49960897606934,1.000271490297673,0.8252200681946815,0.0,1133.9578342117873,1632.0,217319,214958,0.045655678537393676,4.506059000035748,,57.90930599369085
2,2,pegasis,1860,2207,3023,False,2679,218089,186427,85.4820738322428,1.0002063803635963,0.8549971565372126,0.0,892.4968271743188,1633.6999999999985,218044,215190,0.04186035030648955,4.425581499992404,,50.90410052910053
3,3,pegasis,1785,2208,2330,False,2004,217993,187638,86.07524094810384,1.0002110604871826,0.8609340803039272,0.0,1206.4061876247506,1632.0,217947,215790,0.056676920341565115,4.614655399986077,,66.14242814242814
4,4,pegasis,1429,2207,3051,False,2717,216550,182737,84.38559224197645,1.0002078473938247,0.8440313156740029,0.0,847.7662863452338,1615.0,216505,213621,0.042476572563534855,4.7020865000085905,,49.09436435124508
5,5,pegasis,1167,2208,2330,False,1935,214428,175048,81.63486111888373,1.0002658941741187,0.8165656735286023,0.0,1134.1328165374678,1615.0,214371,212210,0.051927199158322106,4.7693376000388525,,64.6087516087516
6,6,pegasis,1901,2192,2952,False,2542,217255,178595,82.20524268716485,1.000257828074715,0.8222643750661836,0.0,884.7289535798584,1598.0,217199,214430,0.046434032564709654,4.37388510000892,,55.91398577717575
7,7,pegasis,1901,2211,2708,False,2493,218405,196855,90.13300977541722,1.0002885381648974,0.901590165886545,0.0,1015.7176093060569,1649.0,218342,215800,0.04879328204888195,4.79476150003029,,54.3484680693983
8,8,pegasis,1792,2198,3488,False,3121,217295,183006,84.22006949078443,1.0002347590727476,0.8423984091620482,0.0,763.736302467158,1615.0,217244,213931,0.038356463445948986,4.607117300038226,,44.220693608483806
9,9,pegasis,1959,2201,2474,False,2212,218296,191735,87.8325759519185,1.0002474317500756,0.8785430851989993,0.0,1095.9697106690778,1632.0,218242,215936,0.04770080794138138,4.491964299988467,,56.56484848484848
10,10,pegasis,1315,2204,2295,False,1912,216071,180583,83.5757690759056,1.0002638717860879,0.8359782236336534,0.0,1171.977510460251,1598.0,216014,213896,0.05387831065063089,4.364832099992782,,67.9743031358885
11,11,pegasis,1322,2201,2309,False,1870,215201,177302,82.38902235584406,1.0002137993539542,0.8240663707559667,0.0,1184.918181818182,1615.0,215155,213018,0.05385792187769853,4.474996800010558,,65.62467532467532
12,12,pegasis,1826,2193,2364,False,1964,214717,177059,82.46156568879036,1.0002515570918136,0.8248230948044144,0.0,1149.7678207739307,1632.0,214663,212478,0.05552376323649325,4.199391099973582,,69.66131078224102
13,13,pegasis,1445,2201,2390,False,1975,216025,176373,81.64471704663812,1.0002222458872936,0.8166286224922098,0.0,1131.1584810126583,1632.0,215977,213762,0.05229970756065161,4.6845331999938935,,63.66332078628189
14,14,pegasis,884,2177,2270,False,1887,212849,177385,83.33842301349783,1.0002349635101668,0.8335800450190085,0.0,1194.4594594594594,1598.0,212799,210710,0.05607635516551119,4.512294200016186,,69.3399383531484
15,15,pegasis,1645,2210,2437,False,2179,217613,191237,87.87940058728108,1.0002436109578967,0.8790080897223754,0.0,1128.7953189536486,1632.0,217560,215298,0.0505293267036057,4.468810600053985,,64.44626743232158
16,16,pegasis,1689,2178,2329,False,1792,214577,162661,75.80542182992586,1.0002470586041654,0.7582415021163134,0.0,1197.0864955357142,1649.0,214524,212368,0.04915150313122526,4.268654000014067,,64.08154506437768
17,17,pegasis,449,2212,2374,False,2066,213904,181974,85.0727429127085,1.0002010651778492,0.8508984807889236,0.0,1116.8407550822847,1632.0,213861,211653,0.049756505796195644,4.456280699989293,,58.41221052631579
18,18,pegasis,1747,2194,3397,False,2964,216289,175558,81.16825173725894,1.0002589798966854,0.81189272682708,0.0,774.9625506072874,1598.0,216233,213011,0.03697775220243549,4.348738399974536,,42.711006474396704
19,19,pegasis,1601,2204,2625,False,2378,217616,192771,88.58310050731563,1.0002436075987184,0.8860468002371726,0.0,1028.6858704793945,1632.0,217563,215113,0.05218278793018717,4.76209239999298,,59.43297791317593
20,20,pegasis,1595,2191,2408,False,2137,216451,192551,88.95823997117131,1.0002264304396447,0.88978382824558,0.0,1147.0266729059429,1632.0,216402,214163,0.04967920281222626,4.685537600016687,,58.91863843918638
21,21,pegasis,1604,2196,3139,False,2857,216374,187923,86.85100797692884,1.0002311347793125,0.8687108226549065,0.0,836.6653832691635,1632.0,216324,213363,0.040794744721323155,4.465451100026257,,50.40796178343949
22,22,pegasis,1367,2192,2362,False,1934,214696,173052,80.60327160263815,1.0002282817835795,0.8062167186124195,0.0,1116.5325749741469,1632.0,214647,212464,0.052370757628760374,4.309928500035312,,64.92551840880238
23,23,pegasis,1857,2190,2411,False,2019,216384,180269,83.30976412304052,1.0002357476667916,0.8332940420555347,0.0,1125.7974244675581,1632.0,216333,214098,0.054980762924336415,4.452084899996407,,64.10406301824213
24,24,pegasis,1886,2188,2397,False,1826,215088,157982,73.4499367700662,1.000251123078211,0.734683817442823,0.0,1113.0996714129244,1666.0,215034,212816,0.051186280596917426,4.244846099987626,,65.37072560467055
25,25,pegasis,1883,2208,2453,False,2106,217678,183779,84.4269976754656,1.0002573269246675,0.8444872301513634,0.0,1127.9411206077873,1632.0,217622,215340,0.05549478409895347,4.718160399992485,,59.855338223308884
